datacenter_AZ_SUS,datacenter_AZ_SUS,30

t=0  
j=0,s=0,d=0,null
j=0,s=0,d=1,1830000000000
j=0,s=1,d=0,104000000000
j=0,s=1,d=1,null
j=1,s=0,d=0,null
j=1,s=0,d=1,2620000000000
j=1,s=1,d=0,104000000000
j=1,s=1,d=1,null
j=2,s=0,d=0,null
j=2,s=0,d=1,1400000000000
j=2,s=1,d=0,104000000000
j=2,s=1,d=1,null
j=3,s=0,d=0,null
j=3,s=0,d=1,9210000000000
j=3,s=1,d=0,104000000000
j=3,s=1,d=1,null
j=4,s=0,d=0,null
j=4,s=0,d=1,27010000000000
j=4,s=1,d=0,104000000000
j=4,s=1,d=1,null
j=5,s=0,d=0,null
j=5,s=0,d=1,5520000000000
j=5,s=1,d=0,104000000000
j=5,s=1,d=1,null
j=6,s=0,d=0,null
j=6,s=0,d=1,13980000000000
j=6,s=1,d=0,104000000000
j=6,s=1,d=1,null
j=7,s=0,d=0,null
j=7,s=0,d=1,23060000000000
j=7,s=1,d=0,104000000000
j=7,s=1,d=1,null
j=8,s=0,d=0,null
j=8,s=0,d=1,8220000000000
j=8,s=1,d=0,104000000000
j=8,s=1,d=1,null
j=9,s=0,d=0,null
j=9,s=0,d=1,3060000000000
j=9,s=1,d=0,104000000000
j=9,s=1,d=1,null
j=10,s=0,d=0,null
j=10,s=0,d=1,3060000000000
j=10,s=1,d=0,104000000000
j=10,s=1,d=1,null
j=11,s=0,d=0,null
j=11,s=0,d=1,2620000000000
j=11,s=1,d=0,104000000000
j=11,s=1,d=1,null
j=12,s=0,d=0,null
j=12,s=0,d=1,20280000000000
j=12,s=1,d=0,104000000000
j=12,s=1,d=1,null
j=13,s=0,d=0,null
j=13,s=0,d=1,990000000000
j=13,s=1,d=0,104000000000
j=13,s=1,d=1,null
j=14,s=0,d=0,null
j=14,s=0,d=1,6320000000000
j=14,s=1,d=0,104000000000
j=14,s=1,d=1,null
j=15,s=0,d=0,null
j=15,s=0,d=1,5220000000000
j=15,s=1,d=0,104000000000
j=15,s=1,d=1,null
j=16,s=0,d=0,null
j=16,s=0,d=1,10410000000000
j=16,s=1,d=0,104000000000
j=16,s=1,d=1,null
j=17,s=0,d=0,null
j=17,s=0,d=1,17230000000000
j=17,s=1,d=0,104000000000
j=17,s=1,d=1,null
j=18,s=0,d=0,null
j=18,s=0,d=1,38390000000000
j=18,s=1,d=0,104000000000
j=18,s=1,d=1,null
j=19,s=0,d=0,null
j=19,s=0,d=1,44460000000000
j=19,s=1,d=0,104000000000
j=19,s=1,d=1,null
j=20,s=0,d=0,null
j=20,s=0,d=1,23240000000000
j=20,s=1,d=0,104000000000
j=20,s=1,d=1,null
j=21,s=0,d=0,null
j=21,s=0,d=1,11810000000000
j=21,s=1,d=0,104000000000
j=21,s=1,d=1,null
j=22,s=0,d=0,null
j=22,s=0,d=1,6320000000000
j=22,s=1,d=0,104000000000
j=22,s=1,d=1,null
j=23,s=0,d=0,null
j=23,s=0,d=1,17230000000000
j=23,s=1,d=0,104000000000
j=23,s=1,d=1,null
j=24,s=0,d=0,null
j=24,s=0,d=1,17600000000000
j=24,s=1,d=0,104000000000
j=24,s=1,d=1,null
j=25,s=0,d=0,null
j=25,s=0,d=1,740000000000
j=25,s=1,d=0,104000000000
j=25,s=1,d=1,null
j=26,s=0,d=0,null
j=26,s=0,d=1,28620000000000
j=26,s=1,d=0,104000000000
j=26,s=1,d=1,null
j=27,s=0,d=0,null
j=27,s=0,d=1,1400000000000
j=27,s=1,d=0,104000000000
j=27,s=1,d=1,null
j=28,s=0,d=0,null
j=28,s=0,d=1,990000000000
j=28,s=1,d=0,104000000000
j=28,s=1,d=1,null
j=29,s=0,d=0,null
j=29,s=0,d=1,17230000000000
j=29,s=1,d=0,104000000000
j=29,s=1,d=1,null
j=30,s=0,d=0,null
j=30,s=0,d=1,19380000000000
j=30,s=1,d=0,104000000000
j=30,s=1,d=1,null
j=31,s=0,d=0,null
j=31,s=0,d=1,12520000000000
j=31,s=1,d=0,104000000000
j=31,s=1,d=1,null
j=32,s=0,d=0,null
j=32,s=0,d=1,23060000000000
j=32,s=1,d=0,104000000000
j=32,s=1,d=1,null
j=33,s=0,d=0,null
j=33,s=0,d=1,740000000000
j=33,s=1,d=0,104000000000
j=33,s=1,d=1,null
j=34,s=0,d=0,null
j=34,s=0,d=1,3770000000000
j=34,s=1,d=0,104000000000
j=34,s=1,d=1,null
j=35,s=0,d=0,null
j=35,s=0,d=1,83640000000000
j=35,s=1,d=0,104000000000
j=35,s=1,d=1,null
j=36,s=0,d=0,null
j=36,s=0,d=1,7230000000000
j=36,s=1,d=0,104000000000
j=36,s=1,d=1,null
j=37,s=0,d=0,null
j=37,s=0,d=1,15890000000000
j=37,s=1,d=0,104000000000
j=37,s=1,d=1,null
j=38,s=0,d=0,null
j=38,s=0,d=1,990000000000
